Mods count: 493
 
jar name                                                                           | mod id (isMCreator)                          | mixin configs
    /META-INF/jarjar/mclib-20.jar                                                  |                                              | 
glassbreaker-neoforge-1.4.0+1.20.jar                                               | glassbreaker                                 | glassbreaker-common.mixins.json
gml-4.0.11-all.jar                                                                 |                                              | 
    /META-INF/jarjar/cgl-1.20-forge-0.3.3.jar                                      | commongroovylibrary                          | 
        /META-INF/jarjar/jankson-1.2.2.jar                                         |                                              | 
    /META-INF/jarjar/mdg-dsl.jar                                                   |                                              | 
    /META-INF/jarjar/srgutils-0.5.4.jar                                            |                                              | 
    /META-INF/jarjar/groovy-fat-4.0.11.jar                                         |                                              | 
        /META-INF/jarjar/jackson-core-2.15.2.jar                                   |                                              | 
        /META-INF/jarjar/jackson-dataformat-toml-2.15.2.jar                        |                                              | 
        /META-INF/jarjar/groovy-xml-4.0.13.jar                                     |                                              | 
        /META-INF/jarjar/groovy-contracts-4.0.13.jar                               |                                              | 
        /META-INF/jarjar/groovy-toml-4.0.13.jar                                    |                                              | 
        /META-INF/jarjar/jackson-databind-2.15.2.jar                               |                                              | 
        /META-INF/jarjar/groovy-nio-4.0.13.jar                                     |                                              | 
        /META-INF/jarjar/groovy-dateutil-4.0.13.jar                                |                                              | 
        /META-INF/jarjar/groovy-datetime-4.0.13.jar                                |                                              | 
        /META-INF/jarjar/groovy-macro-4.0.13.jar                                   |                                              | 
        /META-INF/jarjar/jackson-annotations-2.15.2.jar                            |                                              | 
        /META-INF/jarjar/groovy-templates-4.0.13.jar                               |                                              | 
        /META-INF/jarjar/groovy-ginq-4.0.13.jar                                    |                                              | 
        /META-INF/jarjar/groovy-4.0.13.jar                                         |                                              | 
        /META-INF/jarjar/groovy-macro-library-4.0.13.jar                           |                                              | 
        /META-INF/jarjar/groovy-typecheckers-4.0.13.jar                            |                                              | 
        /META-INF/jarjar/groovy-json-4.0.13.jar                                    |                                              | 
    /META-INF/jarjar/mod-4.0.11.jar                                                | gml                                          | 
    /META-INF/jarjar/script-mods-4.0.11-all.jar                                    |                                              | 
goblintraders-forge-1.20.1-1.9.3.jar                                               | goblintraders                                | goblintraders.common.mixins.json
golem_spawn_animation-1.1-forge-1.20.1.jar                                         | golem_spawn_animation                        | mixins.golem_spawn_fix.json, mixins.golem_spawn_animation.json
golem_spawn_fix-1.0.2-forge-1.20.1.jar                                             | golem_spawn_fix                              | mixins.golem_spawn_fix.json
golemsarefriends-1.20.0-1.0.1.jar                                                  | golemsarefriends                             | golemsarefriends.mixin.json
gpumemleakfix-1.20.1-1.8.jar                                                       | gpumemleakfix                                | gpumemleakfix.mixins.json
great_scrollable_tooltips-15.5.0+forge.jar                                         | great_scrollable_tooltips                    | great-scrollable-tooltips.mixins.json, mixins.great-scrollable-tooltips.refmap.json
    /META-INF/jarjar/common-1.2.0.jar                                              |                                              | 
    /META-INF/jarjar/core-3.8.1.jar                                                |                                              | 
    /META-INF/jarjar/toml-3.8.1.jar                                                |                                              | 
guardvillagers-1.20.1-1.6.11.jar                                                   | guardvillagers                               | guardvillagers.mixins.json
guideme-20.1.12.jar                                                                | guideme                                      | 
hamsters-forge-1.0.3-1.20.1.jar                                                    | hamsters                                     | hamsters.mixins.json
happyghastmod-1.5.4.jar                                                            | happyghastmod                                | happyghastmod.mixins.json
harderspawners-1.20-46.25.3.jar                                                    | harderspawners                               | 
hexerei-0.4.2.3.jar                                                                | hexerei                                      | assets/hexerei/models/item/mixing_cauldron.json, assets/hexerei/blockstates/mixing_cauldron_dye.json, hexerei.mixins.json, assets/hexerei/blockstates/mixing_cauldron.json, assets/hexerei/models/block/mixing_cauldron_addon.json, assets/hexerei/models/block/mixing_cauldron_dye.json, assets/hexerei/models/block/mixing_cauldron.json
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                   |                                              | 
highlight-forge-1.20-2.0.1.jar                                                     | highlight                                    | 
    /META-INF/jars/resourcefullib-forge-1.20-2.0.7.jar                             | resourcefullib                               | 
        /META-INF/jars/yabn-1.0.3.jar                                              | com_teamresourceful_yabn                     | 
Highlighter-1.20.1-forge-1.1.9.jar                                                 | highlighter                                  | highlighter.mixins.json
HopoBetterRuinedPortals-[1.20-1.20.2]-1.3.7b.jar                                   | hoporp                                       | 
horseman-1.20.1-1.3.9-forge.jar                                                    | horseman                                     | horseman.mixins.json, horseman-common.mixins.json
iaf_patcher-1.0-all.jar                                                            | iaf_patcher                                  | iaf_patcher.mixins.json
ice_and_fire_delight-1.1.5-forge-1.20.1.jar                                        | ice_and_fire_delight                         | 
iceandfire-2.1.13-1.20.1-beta-5.jar                                                | iceandfire                                   | iceandfire.mixins.json
Iceberg-1.20.1-forge-1.1.25.jar                                                    | iceberg                                      | iceberg.mixins.json
iChunUtil-1.20.1-Forge-1.0.3.jar                                                   | ichunutil                                    | ichunutil.mixins.json
illagerraidmusic-1.20-1.20.1-1.2.jar                                               | illagerraidmusic                             | illagerraidmusic.mixins.json
ImmediatelyFast-Forge-1.5.1+1.20.4.jar                                             | immediatelyfast                              | immediatelyfast-common.mixins.json, immediatelyfast-forge.mixins.json
    /META-INF/jars/Reflect-1.3.4.jar                                               |                                              | 
immersive_aircraft-1.3.3+1.20.1-forge.jar                                          | immersive_aircraft                           | immersive_aircraft.mixins.json
    /META-INF/jars/MathParser.org-mXparser-5.2.1.jar                               |                                              | 
immersive_paintings-0.6.8+1.20.1-forge.jar                                         | immersive_paintings                          | immersive_paintings.mixin.json
immersive_weathering-1.20.1-2.0.5-forge.jar                                        | immersive_weathering                         | immersive_weathering-common.mixins.json, immersive_weathering.mixins.json
immersivelanterns-forge-1.0.6-1.20.1.jar                                           | immersivelanterns                            | mixins.immersivelanterns.json
ImmersiveUI-FORGE-0.3.0.jar                                                        | immersiveui                                  | immersiveui-common.mixins.json, immersiveui.mixins.json
Incendium_1.20.x_v5.3.5.jar                                                        | incendium                                    | 
incontrol-1.20-9.3.3.jar                                                           | incontrol                                    | 
insanelib-1.21.14.jar                                                              | insanelib                                    | mixins.insanelib.json, mixins.insanelib.refmap.json
invtweaks-1.20.1-1.2.1.jar                                                         | invtweaks                                    | 
ironchest-1.20.1-14.4.4.jar                                                        | ironchest                                    | 
Item-Obliterator-NeoForge-MC1.20.1-2.3.1.jar                                       | item_obliterator                             | item_obliterator.mixins.json
ItemPhysicLite_FORGE_v1.6.6_mc1.20.1.jar                                           | itemphysiclite                               | itemphysiclite.mixin.refmap.json, itemphysiclite.mixins.json
ItemProtectionEnchantments-1.0.5+1.20.1-forge.jar                                  | protection_enchantments                      | protection_enchantments.mixins.json
Jade-1.20.1-Forge-11.13.1.jar                                                      | jade                                         | jade.mixins.json
JadeAddons-1.20.1-Forge-5.5.0.jar                                                  | jadeaddons                                   | jadeaddons.mixins.json
Jadens-Nether-Expansion-2.3.5.jar                                                  | netherexp                                    | mixins.netherexp.refmap.json, mixins.netherexp.json
jamlib-forge-1.3.5+1.20.1.jar                                                      | jamlib                                       | jamlib.client.mixins.json, jamlib.mixins.json
    /META-INF/jars/jankson-1.2.3.jar                                               |                                              | 
jearchaeology-1.20.1-1.0.4.jar                                                     | jearchaeology                                | 
jei-1.20.1-forge-15.20.0.112.jar                                                   | jei                                          | 
jumpanimation-0.6.0.jar                                                            | jumpanimation (MCreator mod)                 | 
Kambrik-6.1.1+1.20.1-forge.jar                                                     | kambrik                                      | kambrik.mixins.json
Kiwi-1.20.1-Forge-11.8.31.jar                                                      | kiwi                                         | kiwi.mixins.json
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                            | konkrete                                     | konkrete.mixin-refmap.json, konkrete.mixin.json
kotlinforforge-4.11.0-all.jar                                                      |                                              | 
    /META-INF/jarjar/kfflang-4.11.0.jar                                            |                                              | 
    /META-INF/jarjar/kfflib-4.11.0.jar                                             |                                              | 
    /META-INF/jarjar/kffmod-4.11.0.jar                                             | kotlinforforge                               | 
kubejs-create-forge-2001.3.0-build.8.jar                                           | kubejs_create                                | 
kubejs-forge-2001.6.5-build.16.jar                                                 | kubejs                                       | kubejs-common.mixins.json, kubejs-forge.mixins.json
L_Enders_Cataclysm-3.09.jar                                                        | cataclysm                                    | lionfishapi.mixins.json, cataclysm.mixins.json
lavachickenmusicdisc-1.20.1-Forge-1.0.0.jar                                        | lavachickenmusicdisc                         | 
LeaveMyBarsAlone-v8.0.0-1.20.1-Forge.jar                                           | leavemybarsalone                             | 
legendarymonsters-1.9.8 MC 1.20.1.jar                                              | legendary_monsters                           | legendary_monsters.mixins.json
legendarysurvivaloverhaul-1.20.1-2.3.20.3.jar                                      | legendarysurvivaloverhaul                    | 
letsdo-beachparty-forge-2.0.3.jar                                                  | beachparty                                   | beachparty.mixins.json, beachparty-common.mixins.json
letsdo-herbalbrews-forge-1.0.12.jar                                                | herbalbrews                                  | herbalbrews-forge.mixins.json
letsdo-meadow-forge-1.3.25.jar                                                     | meadow                                       | meadow.mixins.json, meadow-common.mixins.json
letsdo-nethervinery-forge-1.2.19.jar                                               | nethervinery                                 | nethervinery-common.mixins.json
letsdo-vinery-forge-1.4.40.jar                                                     | vinery                                       | vinery-common.mixins.json, vinery.mixins.json
letsdocompat-forge-2.2.3.jar                                                       | letsdocompat                                 | letsdocompat.mixins.json
LetSleepingDogsLie-1.20.1-Forge-1.3.0.jar                                          | dogslie                                      | dogslie.mixins.json
libraryferret-forge-1.20.1-4.0.0.jar                                               | libraryferret                                | 
limitedchunks-1.20.1-4.1.jar                                                       | limitedchunks                                | limitedchunks.mixins.json
lionfishapi-2.4-Fix.jar                                                            | lionfishapi                                  | lionfishapi.mixins.json
lithostitched-forge-1.20.1-1.4.11.jar                                              | lithostitched                                | lithostitched.mixins.json, lithostitched.forge.mixins.json
lmft-1.0.4+1.20.1-forge.jar                                                        | lmft                                         | lmft.mixins.json, lmft-common.mixins.json
loot_journal-forge-1.20.1-4.0.2.jar                                                | loot_journal                                 | loot_journal.forge.mixins.json, loot_journal.mixins.json
lootintegrations-1.20.1-4.7.jar                                                    | lootintegrations                             | lootintegrations.mixins.json
lootjs-forge-1.20.1-2.13.0.jar                                                     | lootjs                                       | lootjs-forge.mixins.json, lootjs-common.mixins.json
lootr-forge-1.20-0.7.35.91.jar                                                     | lootr                                        | lootr.mixins.json
lukis-grand-capitals-1.1.2.jar                                                     | mr_lukis_grandcapitals                       | 
majrusz-library-forge-1.20.1-7.0.8.jar                                             | majruszlibrary                               | majruszlibrary-forge.mixins.json, majruszlibrary-common.mixins.json
majruszs-difficulty-forge-1.20.1-1.9.10.jar                                        | majruszsdifficulty                           | majruszsdifficulty-common.mixins.json, majruszsdifficulty-forge.mixins.json
majruszs-enchantments-forge-1.20.1-1.10.8.jar                                      | majruszsenchantments                         | majruszsenchantments-common.mixins.json
make_bubbles_pop-0.3.0-forge-mc1.19.4-1.20.4.jar                                   | make_bubbles_pop                             | make_bubbles_pop.mixins.json
MaxHealthFix-Forge-1.20.1-12.0.3.jar                                               | maxhealthfix                                 | maxhealthfix.forge.mixins.json, maxhealthfix.common.mixins.json
mcw-roofs-2.3.2-mc1.20.1forge.jar                                                  | mcwroofs                                     | 
mcw-trapdoors-1.1.4-mc1.20.1forge.jar                                              | mcwtrpdoors                                  | 
medieval_buildings-1.20.1-1.1.2-forge.jar                                          | medieval_buildings                           | mixins.medieval_buildings.refmap.json, mixins.medieval_buildings.json
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar                                            | melody                                       | melody.forge.mixins.json, melody.mixins.json
memorysettings-1.20.1-5.9.jar                                                      | memorysettings                               | memorysettings.mixins.json
mes-1.3.4-1.20-forge.jar                                                           | mes                                          | mes-forge.mixins.json, mes-common.mixins.json
miners_delight-1.20.1-1.2.3.jar                                                    | miners_delight                               | miners_delight.mixins.json
mobtimizations-forge-1.20.1-1.0.0.jar                                              | mobtimizations                               | mobtimizations.mixins.json
modernfix-forge-5.23.1+mc1.20.1.jar                                                | modernfix                                    | modernfix-common.mixins.json, modernfix-forge.mixins.json
moonlight-1.20-2.14.10-forge.jar                                                   | moonlight                                    | moonlight.mixins.json, moonlight-common.mixins.json
moreoverlays-1.22.7-mc1.20.2.jar                                                   | moreoverlays                                 | moreoverlays.mixin.json, moreoverlays.mixin-refmap.json
morevillagers-forge-1.20.1-5.0.0.jar                                               | morevillagers                                | morevillagers-common.mixins.json, morevillagers.mixins.json
MouseTweaks-forge-mc1.20.1-2.25.1.jar                                              | mousetweaks                                  | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json
mowzie_respawner-1.1.0-forge-1.20.1.jar                                            | mowzie_respawner                             | 
mowzies_cataclysm-1.2.0.jar                                                        | mowzies_cataclysm                            | 
mowziesmobs-1.7.3.jar                                                              | mowziesmobs                                  | mowziesmobs.mixins.json
mvs-4.1.5-1.20.jar                                                                 | mvs                                          | mvs-forge.mixins.json, mvs-common.mixins.json
nanhealthfixer-1.20.1-0.0.1.jar                                                    | nanhealthfixer                               | 
naturalist-5.0pre2+forge-1.20.1.jar                                                | naturalist                                   | naturalist-common.mixins.json, naturalist.mixins.json
    /META-INF/jars/midnightlib-1.4.2-forge.jar                                     | midnightlib                                  | midnightlib.mixins.json
NaturesCompass-1.20.1-1.11.2-forge.jar                                             | naturescompass                               | 
Necronomicon-Forge-1.6.0+1.20.1.jar                                                | necronomicon                                 | necronomicon-common.mixins.json
NekosEnchantedBooks-1.19.3-2.0.3.jar                                               | nebs                                         | 
Neruina-2.1.2-forge+1.20.1.jar                                                     | neruina                                      | neruina.mixins.json
    /META-INF/jars/github-api-1.318.jar                                            |                                              | 
    /META-INF/jars/jackson-annotations-2.17.0.jar                                  |                                              | 
    /META-INF/jars/jackson-core-2.17.0.jar                                         |                                              | 
    /META-INF/jars/jackson-databind-2.17.0.jar                                     |                                              | 
netherdepthsupgrade-3.1.5-1.20.jar                                                 | netherdepthsupgrade                          | netherdepthsupgrade.mixins.json
netherite_horse_armor-forge-1.20.1-1.0.4.jar                                       | netherite_horse_armor                        | netherite_horse_armor.mixins.json
netherportalfix-forge-1.20-13.0.1.jar                                              | netherportalfix                              | netherportalfix.mixins.json
nethersdelight-1.20.1-4.0.jar                                                      | nethersdelight                               | nethersdelight.mixins.json
noanimaltemptdelay-1.20.1-1.2.jar                                                  | noanimaltemptdelay                           | noanimaltemptdelay_fabric.mixins.json, noanimaltemptdelay_forge.mixins.json
NoChatReports-FORGE-1.20.1-v2.2.2.jar                                              | nochatreports                                | mixins/common/nochatreports.mixins.json, mixins/forge/nochatreports-forge.mixins.json
nocube's_better_blast_furnace_1.0.1_Forge_1.20.1.jar                               | ncbetterblastfurnace (MCreator mod)          | 
nocube's_better_grindstone_1.0.1_forge_1.20.1.jar                                  | nocubesbettergrindstone (MCreator mod)       | 
nocube's_villagers_sell_animals_1.2.1_forge_1.20.1.jar                             | villagersellanimals (MCreator mod)           | 
nocubes_better_fletching_table_1.0.1_forge_1.20.1.jar                              | nocubesbetterfletchingtable (MCreator mod)   | 
Not Enough Recipe Book-FORGE-0.4.1+1.20.1.jar                                      | nerb                                         | nerb-common.mixins.json
notenoughanimations-forge-1.10.1-mc1.20.1.jar                                      | notenoughanimations                          | notenoughanimations.refmap.mixins.json, notenoughanimations.mixins.json
    /META-INF/jars/TRender-1.0.5-1.20.1-forge-SNAPSHOT.jar                         | trender                                      | trender.mixins.json, trender.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.3-1.20.1-forge-SNAPSHOT.jar                      | transition                                   | transition.mixins.json, transition.refmap.mixins.json
notrample-1.20.1-1.0.1.jar                                                         | notrample                                    | notrample.mixin.json
Nullscape_1.20.x_v1.2.8.jar                                                        | nullscape                                    | 
Obscure-Tooltips-2.2.jar                                                           | obscure_tooltips                             | obscure_tooltips.mixins.json
obscure_api-15.jar                                                                 | obscure_api                                  | obscure_api.mixins.json
oceansdelight-1.0.2-1.20.jar                                                       | oceansdelight                                | 
OctoLib-FORGE-0.5.0.1+1.20.1.jar                                                   | octolib                                      | octolib-common.mixins.json
    /META-INF/jars/snakeyaml-2.2.jar                                               |                                              | 
oculus-flywheel-compat-Forge-2.0.3.jar                                             | irisflw                                      | irisflw.mixins.flw.json, irisflw.mixins.iris.json, irisflw.mixins.forge.json
oculus-mc1.20.1-1.8.0.jar                                                          | oculus                                       | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json
    /META-INF/jars/jcpp-1.4.14.jar                                                 |                                              | 
open-parties-and-claims-forge-1.20.1-0.24.0.jar                                    | openpartiesandclaims                         | 
OverflowingBars-v8.0.1-1.20.1-Forge.jar                                            | overflowingbars                              | overflowingbars.common.mixins.json
packetfixer-3.1.4-1.18-1.20.4-merged.jar                                           | packetfixer                                  | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json
palegardenbackport-forge-2.0.3+1.20.1.jar                                          | palegardenbackport                           | palegardenbackport.mixins.json
particle_core-0.2.6+1.20.1+forge.jar                                               | particle_core                                | particle_core.mixins.json
    /META-INF/jars/conditional-mixin-forge-0.6.4.jar                               | conditional_mixin                            | 
particle_effects-1.20.1-Forge-1.0.1.jar                                            | particle_effects                             | particle_effects.mixins.json
particular-1.20.1-Forge-1.2.4.jar                                                  | particular                                   | particular.mixins.json
Paxi-1.20-Forge-4.0.jar                                                            | paxi                                         | paxi.mixins.json, paxi_forge.mixins.json
Perception-FORGE-0.1.4+1.20.1.jar                                                  | perception                                   | perception-forge.mixins.json, perception-common.mixins.json
personality-1.20.1-4.1.0.jar                                                       | personality                                  | personality.mixins.json
Philips-Ruins1.20.1-5.5.jar                                                        | philipsruins                                 | 
Ping-Wheel-1.10.3-forge-1.20.1.jar                                                 | pingwheel                                    | 
Placebo-1.20.1-8.6.3.jar                                                           | placebo                                      | placebo.mixins.json
player-animation-lib-forge-1.0.2-rc1+1.20.jar                                      | playeranimator                               | playerAnimator-common.mixins.json
plushie_buddies-0.1.6-1.20.1.jar                                                   | plushie_buddies                              | 
polymorph-forge-0.49.10+1.20.1.jar                                                 | polymorph                                    | polymorph.mixins.json, polymorph-integrations.forge.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                           | spectrelib                                   | 
PresenceFootsteps-1.20.1-1.9.1-beta.1.jar                                          | presencefootsteps                            | presencefootsteps.mixin.json, presencefootsteps.mixin.refmap.json
Pretty Rain-1.20.1-Forge-1.1.3.jar                                                 | particlerain                                 | particlerain.mixins.json
Prism-1.20.1-forge-1.0.5.jar                                                       | prism                                        | prism.mixins.json
Progressive Difficulty Chaos Integration-1.0.1-1.20.1.jar                          | difficultychaosintegration                   | 
projectvibrantjourneys-1.20.1-6.1.0.jar                                            | projectvibrantjourneys                       | projectvibrantjourneys.mixins.json
PuzzlesLib-v8.1.32-1.20.1-Forge.jar                                                | puzzleslib                                   | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                             | puzzlesaccessapi                             | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json
pyrotechnic-elytra-forge-1.20.1-1.0.0.jar                                          | pyrotechnic_elytra                           | pyrotechnic_elytra.mixins.json, pyrotechnic_elytra.forge.mixins.json
quality_equipment-1.6-forge_neoforge-1.20.1.jar                                    | quality_equipment                            | 
Quark-4.0-462.jar                                                                  | quark                                        | quark.mixins.json, quark_integrations.mixins.json, quark.mixins.refmap.json
radiantgear-forge-2.2.0+1.20.1.jar                                                 | radiantgear                                  | 
radium-mc1.20.1-0.12.4+git.26c9d8e.jar                                             | radium                                       | lithium.mixins.json, mixins.lithium.refmap.json
    /META-INF/jars/NanoLiveConfig-1.2.1.jar                                        |                                              | 
rarcompat-1.20.1-0.1.7.jar                                                         | rarcompat                                    | rarcompat.mixins.json
realmrpg_dragon_wyrms_1.0.1_forge_1.20.1.jar                                       | realmrpg_wyrms (MCreator mod)                | 
realmrpg_pots_and_mimics_1.0.2_forge_1.20.1.jar                                    | pots_and_mimics (MCreator mod)               | 
realmrpg_quests-0.1.1-forge-1.20.1.jar                                             | realmrpg_quests (MCreator mod)               | 
realmrpg_skeletons-1.1.0-forge-1.20.1.jar                                          | realmrpg_skeletons (MCreator mod)            | 
rebind_narrator-forge-1.20.1-2.0.2.jar                                             | rebind_narrator                              | rebind_narrator.mixins.json
recipeessentials-1.20.1-4.0.jar                                                    | recipeessentials                             | recipeessentials.mixins.json
redirected-forge-1.0.0-1.20.1.jar                                                  | redirected                                   | mixins.redirected_forge_1.20.1.json, mixins.redirected_fabric_1.20.1.json, mixins.redirected_fabric_1.21.1.json, mixins.redirected_neoforge_1.21.1.json
Reforged-1.20.1-1.0.9-Forge.jar                                                    | tiered                                       | tiered.mixins.json
RegionsUnexploredForge-0.5.6+1.20.1.jar                                            | regions_unexplored                           | ru.mixin.json
relics-1.20.1-0.8.0.9.jar                                                          | relics                                       | relics.mixins.json
repurposed_structures-7.1.19+1.20.1-forge.jar                                      | repurposed_structures                        | repurposed_structures-forge.mixins.json, repurposed_structures-common.mixins.json
reskillable-3.3.2-1.20.1.jar                                                       | reskillable                                  | reskillable.mixins.json
resourcefulconfig-forge-1.20.1-2.1.3.jar                                           | resourcefulconfig                            | 
resourcefullib-forge-1.20.1-2.1.29.jar                                             | resourcefullib                               | 
    /META-INF/jars/yabn-1.0.3.jar                                                  | com_teamresourceful_yabn                     | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                            | com_teamresourceful_bytecodecs               | 
ResourcePackOverrides-v8.0.3-1.20.1-Forge.jar                                      | resourcepackoverrides                        | resourcepackoverrides.common.mixins.json, resourcepackoverrides.forge.mixins.json
restrictedportals-forge-1.20.1-1.5.0.jar                                           | restrictedportals                            | 
rhino-forge-2001.2.3-build.10.jar                                                  | rhino                                        | rhino-common.mixins.json
Ribbits-1.20.1-Forge-3.0.4.jar                                                     | ribbits                                      | ribbits.mixins.json, ribbits_forge.mixins.json
rightclickharvest-forge-4.5.3+1.20.1.jar                                           | rightclickharvest                            | rightclickharvest.mixins.json
rrls-4.0.6.1+mc1.20.1-forge.jar                                                    | rrls                                         | rrls-forge.mixins.json, rrls.mixins.json
rubidium-extra-0.5.4.4+mc1.20.1-build.131.jar                                      | embeddium_extra                              | sodium-extra.mixins.json
    /META-INF/jars/NanoLiveConfig-1.2.1.jar                                        |                                              | 
RubinatedNether-forge-1.3.0.E-1.20.1.jar                                           | rubinated_nether                             | rubinated_nether.mixins.json
    /META-INF/jars/critter-forge-0.1-beta.14.jar                                   | critter_lib                                  | 
    /META-INF/jars/resourcefulconfig-forge-1.20.1-2.1.2.jar                        | resourcefulconfig                            | 
RUExpansion-1.0.1+1.20.1.jar                                                       | ru_expansion                                 | 
saturn-mc1.20.1-0.1.3.jar                                                          | saturn                                       | saturn.mixins.json
Searchables-forge-1.20.1-1.0.3.jar                                                 | searchables                                  | searchables.forge.mixins.json, searchables.mixins.json
secondchanceforge-1.20-1.5.1.jar                                                   | secondchanceforge                            | secondchanceforge.mixins.json
seriousplayeranimations-1.1.1.jar                                                  | seriousplayeranimations                      | seriousplayeranimations.mixins.json
servercore-forge-1.5.2+1.20.1.jar                                                  | servercore                                   | servercore.common.mixins.json
    /META-INF/jars/dazzleconf-core-1.3.0-M2.jar                                    |                                              | 
    /META-INF/jars/dazzleconf-ext-snakeyaml-1.3.0-M2.jar                           |                                              | 
    /META-INF/jars/snakeyaml-2.2.jar                                               |                                              | 
ShieldExpansion-1.20.1-1.2.2.jar                                                   | shieldexp                                    | shieldexp.mixins.json
ShoulderSurfing-Forge-1.20.1-4.14.1.jar                                            | shouldersurfing                              | shouldersurfing.forge.mixins.json, shouldersurfing.forge.compat.mixins.json, shouldersurfing.common.mixins.json, shouldersurfing.common.compat.mixins.json
shutter-2.1.4-1.20.1.jar                                                           | shutter                                      | mixins.shutter.refmap.json, mixins.shutter.json
simplemenu-1.20.1-2.0.jar                                                          | simplemenu                                   | simplemenu_forge.mixins.json, simplemenu_fabric.mixins.json
simpleshops-1.2.2.jar                                                              | simpleshops                                  | 
simply_swords_overhaul-1.0.2-1.20.1.jar                                            | simply_swords_overhaul                       | simply_swords_overhaul.mixins.json
simplyswords-forge-1.56.0-1.20.1.jar                                               | simplyswords                                 | simplyswords.mixins.json, simplyswords-common.mixins.json
skinlayers3d-forge-1.8.2-mc1.20.1.jar                                              | skinlayers3d                                 | skinlayers3d.refmap.mixins.json, skinlayers3d.mixins.json
    /META-INF/jars/TRender-1.0.5-1.20.1-forge-SNAPSHOT.jar                         | trender                                      | trender.mixins.json, trender.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.3-1.20.1-forge-SNAPSHOT.jar                      | transition                                   | transition.mixins.json, transition.refmap.mixins.json
SkyArena-1.3.1.jar                                                                 | skyarena                                     | skyarena.mixins.json
SkyVillages-1.0.4-1.19.2-1.20.1-forge-release.jar                                  | skyvillages                                  | 
sliceanddice-forge-3.4.1.jar                                                       | sliceanddice                                 | sliceanddice.mixins.json
smarterfarmers-1.20-2.1.2.jar                                                      | smarterfarmers                               | smarterfarmers-common.mixins.json, smarterfarmers.mixins.json
smoothboot(reloaded)-mc1.20.1-0.0.4.jar                                            | smoothboot                                   | smoothboot.mixins.json
smoothchunk-1.20.1-4.1.jar                                                         | smoothchunk                                  | smoothchunk.mixins.json
Sniffer+-forge-1.20.1-0.3.0.jar                                                    | snifferplus                                  | snifferplus_forge.mixins.json, snifferplus.mixins.json
SnowRealMagic-1.20.1-Forge-10.6.4.jar                                              | snowrealmagic                                | snowrealmagic.mixins.json
    /META-INF/jarjar/fabric-api-base-0.4.31+ef105b4977.jar                         | fabric_api_base                              | fabric-api-base.init.mixins.json
    /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+1d29b44577.jar                   | fabric_renderer_api_v1                       | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+cf68abbe77.jar                   | fabric_renderer_api_v1                       | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
    /META-INF/jarjar/fabric-renderer-indigo-1.5.2+b5b2da4177.jar                   | fabric_renderer_indigo                       | fabric-renderer-indigo.mixins.json
snowy_tents-1.0.0 forge 1.20.1.jar                                                 | snowy_tents                                  | 
sodiumdynamiclights-forge-1.0.10-1.20.1.jar                                        | sodiumdynamiclights                          | mixins.sodiumdynamiclights.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                           | fabric_api_base                              | fabric-api-base.init.mixins.json
sodiumextras-forge-1.0.7-1.20.1.jar                                                | sodiumextras                                 | mixins.sodiumextras.json
sodiumoptionsapi-forge-1.0.10-1.20.1.jar                                           | sodiumoptionsapi                             | mixins.sodiumoptionsapi.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                           | fabric_api_base                              | fabric-api-base.init.mixins.json
sophisticatedbackpacks-1.20.1-3.23.23.1285.jar                                     | sophisticatedbackpacks                       | 
